SMILES,Caco-2,CYP3A4,hERG,HOB,MN
C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,0
Cc1cc(C)nc(n1)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
CCCN1CCN(CC1)c2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5,0,1,1,0,1
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
C[C@@H]1[C@@H]([C@@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
C[C@@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
C[C@H]1[C@@H]([C@@H](Oc2cc(O)ccc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
CC[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(Cc6ccccc6)CC5,0,1,1,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6,0,1,0,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6occc6,0,1,0,1,1
Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(Cl)c6,0,1,0,1,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(Cl)cc6,0,1,0,1,1
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6cccc(O)c6,0,1,0,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6O,0,1,0,0,1
Cc1ccccc1C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
Cc1cccc(c1)C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)c4c(sc5cc(O)ccc45)c6ccc(O)cc6,0,1,1,0,1
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)cc12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5,0,1,1,0,0
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6Cl,0,1,0,1,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccncc6,0,1,0,0,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccc(cc6)[N+](=O)[O-],0,1,0,1,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)c6ccc(Cl)cc6,0,1,1,1,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C(=O)c6ccccc6[N+](=O)[O-],0,1,0,1,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)c6ccc(cc6)[N+](=O)[O-],0,1,1,1,1
CC(C)N1CCN(CC1)c2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5,0,1,1,1,1
Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(cc4)N5CCN(CC5)C6CCCC6,0,1,1,1,1
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,1,1,0,0
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,1,1,0,1
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CC[C@H](C)C5,0,1,1,0,1
C[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c5ccc(O)cc5,0,1,1,0,0
C[C@H]1[C@@H]([C@@H](Oc2ccc(O)c(F)c12)c3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc5,0,1,1,0,1
C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)c(F)c3[C@@H](C)[C@@H]2c4ccc(O)cc4)N5CCC[C@H]5C,0,1,1,0,1
COc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1,1,1,0,0
COc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,1,1,1,0,0
Oc1ccc2[C@H]([C@H](OCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,1,1,0,0
Oc1ccc2[C@H]([C@H](SCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0,1,1,0,0
C[C@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@@H]1C,0,1,1,0,0
C[C@@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@H]1C,0,1,1,0,0
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCCN5CCCC5)cc4,0,1,1,0,1
C[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC6C5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCC5)cc4,0,1,1,0,1
C[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
C[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
C[C@@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
C[C@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
CC[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
CC[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
CC(C)[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
CC(C)[C@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
CC1(C)CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,0
CC1(C)CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
C[C@@H]1CN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C[C@@H]1C,0,1,1,0,0
CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(OCCN5CCCCC5)cc4,0,1,1,0,1
CC[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
CC[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
CC(C)[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
CC(C)[C@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
CC(C)(COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
C[C@@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,0
C[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,0
CC[C@@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
CC[C@H](CN1CCCC1)Oc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
Oc1ccc(cc1)c2oc3ccc(O)cc3c2,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(Br)cc(O)cc3c2,0,0,0,0,1
Oc1cc(Br)c2oc(cc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
COc1cc(O)cc2cc(oc12)c3ccc(O)cc3,0,0,0,0,1
COc1cc(O)cc2cc(oc12)c3ccc(O)c(F)c3,0,0,0,0,1
COc1cc(O)c(Br)c2cc(oc12)c3ccc(O)cc3,1,1,0,0,1
COc1cc(O)c(Br)c2cc(oc12)c3ccc(O)c(F)c3,1,1,0,1,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C6CCCC5CC6)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C6CCCC5CCC6)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C6CCC5CC6)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC5CO6)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CCC5CC6)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC7CC(C6)CC5C7)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@H]6C[C@@H]56)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@@H]6C[C@H]56)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CCC6C5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C[C@H]6CCC[C@H]6C5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5C[C@H]6CCCC[C@H]6C5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC6(CCCC6)CC5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6(CCC6)C5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC(F)(F)CC5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC6(CC5)OCCO6)cc4,0,1,1,0,1
OC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
OCC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
OCCC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
NC(=O)C1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)CC1,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@@H](F)C5)cc4,0,1,1,0,1
O[C@@H]1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5)C1,0,1,1,0,1
OC[C@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
OC[C@@H]1CCCN1CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5ccc(O)cc5,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCSCC5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCS(=O)(=O)CC5)cc4,0,1,1,0,1
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC(F)CC5)cc4,0,1,1,0,1
Oc1ccc(cc1F)c2oc3c(C=C)c(Br)c(O)c(Br)c3n2,0,0,0,1,1
COc1cc(O)c(Br)c2nc(oc12)c3ccc(O)c(F)c3,0,0,0,1,1
COc1c(Br)c(O)c(Br)c2nc(oc12)c3ccc(O)c(F)c3,0,0,0,0,1
COc1cc(O)c(Cl)c2cc(oc12)c3ccc(O)cc3,1,1,0,0,1
COc1cc(O)c(C#N)c2cc(oc12)c3ccc(O)cc3,1,1,0,0,1
Oc1ccc(cc1)c2oc3c(Cl)cc(O)cc3c2,0,0,0,0,1
Cc1cc(O)cc2cc(oc12)c3ccc(O)cc3,0,0,0,0,1
Cc1cc(O)cc2cc(oc12)c3ccc(O)c(F)c3,1,0,0,0,1
Oc1ccc(cc1)c2oc3c(CC#N)cc(O)cc3c2,0,0,0,0,1
Oc1cc(CC#N)c2oc(cc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(CC#N)cc(O)c(Br)c3c2,0,1,0,0,1
Oc1ccc(cc1)c2oc3c(CC#N)cc(O)c(Cl)c3c2,1,1,0,0,1
CC(=O)c1cc(O)cc2cc(oc12)c3ccc(O)cc3,0,0,0,0,1
CCC(=O)c1cc(O)cc2cc(oc12)c3ccc(O)cc3,1,0,0,0,1
Oc1ccc(cc1)c2oc3c(C=O)cc(O)cc3c2,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(cc(O)cc3c2)C#N,0,0,0,0,1
Oc1cc(C#N)c2oc(cc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3ccc4cc(O)ccc4c3,0,0,0,0,1
Oc1ccc(c(O)c1)c2oc3cc(O)ccc3n2,0,0,0,0,1
Oc1ccc(cc1)c2oc3cc(O)ccc3n2,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc(O)c3O,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3ccc(O)c(O)c3,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3ccc(O)c(Cl)c3,0,0,0,0,1
Oc1ccc(cc1)c2oc3cc(O)c(Cl)cc3n2,0,0,0,0,1
CC(C)(C)c1cc(ccc1O)c2oc3cc(O)ccc3n2,0,0,0,0,1
CCCCOc1cc(ccc1O)c2oc3cc(O)ccc3n2,0,1,0,0,0
Oc1ccc(cc1)c2oc3ccc(O)cc3n2,0,0,0,0,1
Oc1ccc2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1ccc2oc(nc2c1)c3ccc(O)c(Cl)c3,0,0,0,0,1
Oc1ccc(c(Cl)c1)c2oc3ccc(O)cc3n2,0,0,0,0,1
Oc1ccc(c(O)c1)c2oc3ccc(O)cc3n2,0,0,0,0,1
Oc1ccc(cc1)c2oc3cc(Cl)c(O)cc3n2,0,0,0,0,1
Oc1ccc(cc1F)c2oc3cc(Cl)c(O)cc3n2,0,0,0,1,1
Oc1ccc(cc1F)c2oc3cc(Br)c(O)cc3n2,0,0,0,1,1
Oc1ccc2oc(nc2c1)c3cccc(O)c3O,0,0,0,0,1
COc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(Br)cc(O)cc3n2,0,0,0,0,1
Oc1cc(Br)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1cc(Br)c2oc(nc2c1)c3ccc(O)c(c3)C(F)(F)F,0,0,0,0,1
Oc1ccc(c(F)c1)c2oc3c(Br)cc(O)cc3n2,0,0,0,0,1
Cc1cc(O)ccc1c2oc3c(Br)cc(O)cc3n2,1,0,0,0,1
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#N,0,0,0,0,1
Oc1cc(C#N)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1ccc(c(F)c1)c2oc3c(cc(O)cc3n2)C#N,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(CBr)cc(O)cc3n2,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(C=O)cc(O)cc3n2,0,0,0,0,1
CCOC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,1,0,0,1
NC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
CCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,1,0,1
CCCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,0
CC(C)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
CCCCc1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,1,0,0
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#C,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(CC=C)cc(O)cc3n2,0,0,0,0,1
Oc1cc(CC=C)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1ccc(c(F)c1)c2oc3c(CC=C)cc(O)cc3n2,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(C=C)cc(O)cc3n2,0,0,0,0,1
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Oc1cc(\C=C/F)c2oc(nc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(\C=C/Br)cc(O)cc3n2,0,0,0,0,1
Oc1ccc(c(F)c1)c2oc3c(\C=C/Br)cc(O)cc3n2,0,0,0,0,1
C\C=C/c1cc(O)cc2nc(oc12)c3ccc(O)cc3F,1,0,0,0,1
Oc1ccc(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,0,0,0,0,1
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3F,0,0,0,0,1
Oc1cc(F)c(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,0,0,0,0,1
Oc1cc(C=C)c2oc(nc2c1)c3cc(F)c(O)cc3F,0,0,0,0,1
Cc1cc(O)ccc1c2oc3c(C=C)cc(O)cc3n2,1,0,0,0,1
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4ccccc4,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4occc4,0,0,0,0,1
Oc1cc(c2occc2)c3oc(nc3c1)c4ccc(O)c(F)c4,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4cccs4,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)c4nccs4,0,0,0,0,1
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C4CCCC4,0,0,0,0,1
Oc1ccc(cc1F)c2oc3c(C=C)cc(O)c(Br)c3n2,0,0,0,1,1
Oc1ccc(c(O)c1)c2noc3cc(O)ccc23,0,0,0,0,1
Oc1ccc(c(O)c1)c2noc3ccccc23,0,1,0,0,1
Oc1ccc2c(noc2c1)c3ccccc3O,0,0,0,0,1
Oc1ccc(cc1)c2noc3cc(O)ccc23,0,0,0,0,1
Oc1ccc(c(O)c1)c2noc3ccc(O)cc23,1,0,0,0,1
Oc1ccc(cc1)c2noc3ccc(O)cc23,1,0,0,0,1
Oc1ccc2c(noc2c1)c3ccc(O)c(Cl)c3,1,1,0,0,1
Oc1ccc(c(c1)C#N)c2noc3cc(O)ccc23,0,1,0,0,1
Oc1ccc2c(noc2c1)c3ccc(O)c(Br)c3,0,0,0,0,1
Oc1ccc2c(noc2c1)c3ccc(O)c(F)c3,0,0,0,0,1
Cc1cc(ccc1O)c2noc3cc(O)ccc23,1,1,0,0,1
Cc1cc(O)ccc1c2noc3cc(O)ccc23,0,0,0,0,1
CCCc1cc(O)ccc1c2noc3cc(O)ccc23,1,1,0,0,1
CCCc1cc(ccc1O)c2noc3cc(O)ccc23,1,1,0,0,1
Cc1c(O)ccc(c1O)c2noc3cc(O)ccc23,0,1,0,0,1
Oc1ccc(c(CC#N)c1)c2noc3cc(O)ccc23,0,1,0,1,1
O\N=C\c1cc(O)ccc1c2noc3cc(O)ccc23,1,0,0,1,1
Oc1ccc2c(noc2c1)c3cc(Br)c(O)cc3O,0,0,0,0,1
Oc1ccc2c(noc2c1)c3cc(Cl)c(O)cc3O,0,1,0,0,1
Cc1cc(c(O)cc1O)c2noc3cc(O)ccc23,0,1,0,0,1
CCCc1cc(c(CC)cc1O)c2noc3cc(O)ccc23,1,1,1,0,1
CCCc1cc(c(CCC)cc1O)c2noc3cc(O)ccc23,1,1,1,0,1
Oc1ccc2c(noc2c1)c3ccc4cc(O)ccc4c3,1,0,0,0,1
Oc1ccc2c(noc2c1)c3ccc4c(O)cccc4c3,0,1,0,0,1
Oc1ccc2c(noc2c1)c3ccc4c(Br)c(O)ccc4c3,0,1,0,0,1
Oc1ccc2cc(ccc2c1)c3noc4ccc(O)cc34,0,0,0,0,1
Oc1ccc2c(noc2c1)c3cccc4cc(O)ccc34,1,0,0,0,1
Oc1ccc2c(noc2c1)c3cccc4c(O)cccc34,0,1,0,1,1
Oc1ccc2c(noc2c1)c3cccc4ccc(O)cc34,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4c(O)cccc34,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4cc(O)ccc34,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3ccc(O)c4ccccc34,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4ccccc34,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4c(Br)c(O)ccc34,0,1,0,0,1
Oc1ccc2c(cccc2c1)c3oc4cc(O)c(F)cc4n3,1,0,0,0,1
Oc1ccc2c(cccc2c1)c3oc4ccc(O)cc4n3,0,0,0,0,1
Cc1cc(O)c2cccc(c3oc4cc(O)ccc4n3)c2c1,0,1,0,1,1
Oc1ccc2cc(ccc2c1)c3oc4ccc(O)cc4n3,0,0,0,0,1
Oc1ccc(cc1)C2=C(Br)c3ccc(O)cc3C2=O,0,0,0,0,1
CC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,0,0,0,1
CSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,0,0,0,1
CCSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0,0,0,1,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4ccc(O)cc4C2=O,0,0,0,1,1
COc1cc(O)cc2C(=O)C(=C(Br)c12)c3ccc(O)cc3,1,1,0,0,1
Oc1ccc(cc1)C2=C(Br)c3c(O)cc(O)cc3C2=O,1,0,0,1,1
CSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,1,1,0,0,1
CCSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,1,1,0,0,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4c(O)cc(O)cc4C2=O,0,0,0,0,1
Oc1ccc(cc1)C2=C(Br)c3cc(O)ccc3C2=O,0,0,0,0,1
COc1ccc2C(=O)C(=C(Br)c2c1)c3ccc(O)cc3,1,1,0,0,1
CC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
CSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0,0,0,0,1
CCSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0,0,0,0,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)ccc4C2=O,0,0,0,1,1
CC1=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)cc(O)c4C2=O,1,0,0,0,1
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(Cl)cc3)Cc4ccccc4,0,1,0,1,1
Oc1ccc(C(=O)Cc2oc3ccccc3c2)c(O)c1,0,0,0,1,1
O=C(Oc1ccc2C(=CC(=O)Oc2c1)c3ccccc3)c4occc4,0,1,1,0,1
Oc1ccc(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
